Bus No,Start,Destination,Route,Area Section
28A,Manali,Egmore R.S,"Andankuppam, Thiruvottriyur, Tollgate, Tondiarpet, Vallalarnagar, Regal, Central RS",Manali
44,Manali,Broadway,V.Nagar,Manali
56D,Manali,Broadway,"Beach R.S, Thambuchetty St., Kalmandappam, Kasimedu, Tondirapet, Tollgate, Rajakadai, Thiruvotriyur R.S, Mattumandai",Manali
M64C,Manali,Broadway,"Madhavaram Milk colony, Thapal petti, Moolakadai, Vyasarpadi, Pulianthope, Doveton, Central R.S",Manali
121A,Manali,CMBT,"Madhavaram Milk Colony, Thapal petti, Moolakadai, Retteri, Lucas, Thirumangalam",Manali
164C,Manali,Broadway,,Manali
170C xt,Manali,Guindy Estate,"Madhavaram Milk colony, Thapal petti, Moolakadai, TVK Nagar, Retteri, Thirumangalam, CMBT, Vadapalani",Manali
170M,Manali,Velachery,"Madhavaram Milk colony, Thapal petti, Moolakadai, TVK Nagar, Retteri, Thirumangalam, CMBT, Vadapalani, Ashok pillar, Guindy, Checkpost",Manali
17B,Mangadu,Broadway,"Paranipathur, Baikadai, Moulivakkam, Porur, Virugambakkam, Vadapalani, Gemini, Thousand lights, Central",Mangadu
53E,Mangadu,Broadway,"Kumananchavadi, Mathruvayoil, Arumbakkam, Aminijikarai, KMC, Central R.S",Mangadu
54M,Mangadu,High Court,"Paraniputhur, Baikadai, Moulivakkam, Porur, Guindy, Saidapet, DMS, TVS, LIC, Central R.S",Mangadu
1G xt,Medavakka m,Thiruvottiyur,"Velachery, Saidapet, TVS, LIC, Parry's Corner, Kalmandapam, Tollgate",Medavakkam
M14,Medavakka m Junction,N.G.O Colony B.S,"Adambakkam, Vanuvampet, Ullagaram, Puzhithivakkam, Madipakkam Koot rd, Ganesh Nagar, Kilkattalai, Kovilambakkam, Vadakkupet, Vellaikal, Bell Nagar, Medavakkam",Medavakkam
M14A,Medavakka m Koot Road,Velachery,"Vanuvampettai, Madipakkam, Kilkattalai",Medavakkam
M15,Medavakka m,Mylapore,"Adyar, Thiruvanmiyur, SRP Tools, Velachery, Pallikaranai",Medavakkam
B21xt,Medavakka m Koot Road,Korukkupet,"V.Nagar, Parrys, Secretrariat, Anna Square, AIR, Santhome, Foreshore Estate, MRC Nagar, Adyar, SRP Tools, Velacherry, Madipakkam Koot road, Kilkatalai, Kovilambakkam, Vellakal",Medavakkam
M21,Medavakka,Velachery,"Narayanapuram, Pallikaranai,",Medavakkam
D51,Medavakka m koot road,High Court,"Medavakkam, Pallikkaranai, Velachery, Guindy Race Course, DMS, LIC, Central R.S",Medavakkam
D70 xt,Medavakka m,Ambattur I.E,"Collector Nagar, Vadapalani, Ashok nagar, Guindy, Checkpost, Velacherry, Pallikaranai",Medavakkam
17G,Mogalivakk am,Broadway,"Kedar Hospital, Ramapuram, Angalamman Koil, Alwarthirunagar, Virugambakkam, Vadapalani, Gemini, Thousand lights, Central",Mogalivakkam
G17,Mogalivakk am,Broadway,"Kedar Hospital,Porur, Valsarawakkam, Alwarthirunagar, Virugambakkam, Vadapalani, Gemini, Thousand lights, Central",Mogalivakkam
M1A,Nanganallu r,Thiruvanmiyur,"SRP Tools, Velachery, Kaiveli, Ram Nagar, Madipakkam, Madipakkam Koot Road",Nanganallur
M18N,Nanganallu r,Guduvanchery,"Pazhavanthangal, Pallavaram, Chromepet, Tambaram, Vandalur Zoo, Oorapakkam",Nanganallur
M21G xt,Nanganallu r,Broadway,"Secretariat, Kannaki Statue, QMC, Kalyani Hospital, Luz, Mylapore, Mandaveli BS, Adyar Gate, Kotturpuram, Anna university, Guindy, Pazhavanthangal Station,",Nanganallur
M45B,Nanganallu r,Anna Square,"Saidapet, Nandanam, Teynampet, Alwarpet, Luz, Chennai Citi Centre",Nanganallur
52L,Nanganallu r,High Court,"Aasargana, Guindy,Anna Salai",Nanganallur
129C,Nanganallu r,Perambur,"T.Nagar,Sterling Road,Chetpet,Otteri",Nanganallur
154B,Nanganallu r,Poonamallee,"Kumanachavadi, Porur, Guindy,St.Thomas Mount,Vanuvampet",Nanganallur
M2,Ottiambakk am,Saidapet,"Velachery, Medavakkam",Ottiyambakkam
C21,Ottiyambak kam,Broadway,"Secretrariat, Anna Square, AIR, Santhome, Foreshore Estate, MRC Nagar, Adyar, SRP Tools, Perungudi, Sholinganallur, Perumbakkam, Nukkanpalayam, Arasan Kazhani",Ottiyambakkam
51B xt,Ottiyambak kam,T.Nagar,"Saidapet, Checkpost, Velachery, Narayanapuram, Pallikaranai, Medavakkam, Sithalapakkam koot road, Sithalapakkam, Arasan kazhani",Ottiyambakkam
M51C,Ottiambakk am,T. Nagar,"Velachery, MEDAVAKKAM, Perumbakkam",Ottiyambakkam
E51,Ottiambakk am,High Court,"Arasan kazhani, Sithalapakkam, Sithalapakkam Koot road, Medavakkam, Pallikkaranai, Velachery,Guindy Race Course, DMS, LIC, Central R.S",Ottiyambakkam
M51C,Ottiambakk am,T.Nagar,"Arasan Kazhani, Nukkanpalayam, Perumbakkam, Medavakkam, Pallikaranai, Velacherry, Checkpost, Saidapet",Ottiyambakkam
51J,Ponmar,Broadway,"Central, LIC, DMS, SIET, Saidapet, CheckpostVelachery,Medavakkam,Sith alapakkam koot road,Kovilancherry,Madurapakkam",Ponmar
51T,Ponmar,Tambaram East,"Camp road, Balaji nagar, Thiruvancherry, Paduvancherry, Agaram then, Kovilancherry, Madurapakkam",Ponmar
536,Ponneri,Pattabiram,"Avadi, Ambattur O.T., Pudhur, Puzhal, Red Hills",Ponneri
558,Ponneri,V.Nagar,"Red Hills, Karanodai",Ponneri
562B,Ponneri,Poonamallee,"Janappan chathram x Road, Karanodai, Red Hills, Puzhal, Ambattur OT, Avadi, Karaiyanchavadi",Ponneri
10A,Saidapet West,Tollgate,"Kal mandapam, Parrys, Central R.S, Egmore R.S, Maternity Hospital, DPI, Sterling road, Valluvar Kottam, Panagal park, T.Nagar, Srinivasa Theater, Mettupalayam",Saidapet West
18K,Saidapet W est,Broadway,"Central R.S, Simpson, LIC, TVS, DMS, Teynampet, Nandanam, CIT Nagar, Srinivasa, Mettupalayam",Saidapet West
K18,Saidapet W est,Broadway,"Central R.S, Simpson, LIC, TVS, DMS, Teynampet, Nandanam, Saidapet, Guindy, Ekkaduthangal,Ashok nagar, Mettupalayam",Saidapet West
88D,Saidapet West,Kundrathur,"Koovoor, Periyapannicherry, Baikadai, Porur, Guindy, Saidapet, Srinivasa Theater",Saidapet West
19K,Siruseri,Adyar B.S.,"Thiruvanmiyur, Perungudi, Navalur, Thalambur",Siruseri
570S,SiruseriSIP COT,CMBT,"Vadapalani, Ashok Nagar, Guindy, Check post, Velachery, SRP tools, Perungudi, Sholinganallur, Navalur",Siruseri
5C,Taramani,Broadway,"Madhya Kailash, Kotturpuram, Alwarpet, Royapettah, Chennai Central",Tharamani
5K,Taramani,Mylapore,,Tharamani
5T,Taramani,Vadapalani,"Saidapet, T.Nagar, Ashok pillar,",Tharamani
7K,Taramani,T.Nagar,"Saidapet, Anna university, CPT, WPT,Tidel park",Tharamani
1J,Triplicane,Thiruvottiyur,"Rajakadai, Tollgate, Kalmandappam, Pa rry's Corner, Central R.S",Triplicane
13B,Triplicane,T. Nagar,"Zambazzar, Express avenue, Royapettah, Gopalapuram playground, Thousand Lights, DMS, Pondy Bazzar, Panagal park",Triplicane
44B,Triplicane,Manali New Town,,Triplicane
